Response,Coverage,Education,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size
No,Premium,Bachelor,Unemployed,F,0,Suburban,Single,188,5,61,4,1,Personal Auto,Personal L2,Offer3,Agent,2156,SUV,Medsize
Yes,Basic,High School or Below,Medical Leave,M,12430,Suburban,Single,73,22,13,0,4,Personal Auto,Personal L3,Offer2,Call Center,350,Four-Door Car,Medsize
Yes,Extended,College,Employed,M,58414,Suburban,Single,210,7,24,2,1,Personal Auto,Personal L3,Offer2,Agent,1008,Luxury SUV,Small
No,Basic,Bachelor,Disabled,F,17257,Suburban,Single,70,1,88,0,2,Personal Auto,Personal L2,Offer1,Call Center,551,Four-Door Car,Small
No,Basic,College,Employed,F,70492,Urban,Divorced,70,29,82,0,7,Personal Auto,Personal L2,Offer3,Web,328,Two-Door Car,Medsize
No,Extended,College,Employed,M,68229,Suburban,Married,96,11,41,0,5,Corporate Auto,Corporate L2,Offer4,Branch,461,Four-Door Car,Medsize
No,Basic,High School or Below,Employed,F,33397,Suburban,Married,106,31,15,0,5,Personal Auto,Personal L3,Offer4,Call Center,509,SUV,Medsize
No,Basic,Bachelor,Employed,M,72503,Urban,Single,106,29,99,0,2,Personal Auto,Personal L2,Offer3,Agent,296,SUV,Large
No,Basic,Master,Employed,F,90349,Suburban,Divorced,64,31,77,0,1,Personal Auto,Personal L3,Offer4,Branch,436,Four-Door Car,Medsize
No,Extended,High School or Below,Unemployed,M,0,Suburban,Single,87,24,23,0,7,Corporate Auto,Corporate L2,Offer2,Agent,626,Four-Door Car,Large
No,Basic,College,Employed,M,25480,Urban,Married,117,26,49,3,1,Personal Auto,Personal L1,Offer4,Web,487,SUV,Small
No,Basic,College,Employed,F,72462,Urban,Married,68,8,70,0,2,Personal Auto,Personal L3,Offer2,Call Center,273,Two-Door Car,Medsize
No,Basic,College,Medical Leave,F,27677,Suburban,Married,72,10,82,1,3,Personal Auto,Personal L3,Offer2,Agent,346,Four-Door Car,Medsize
No,Extended,High School or Below,Medical Leave,M,25743,Suburban,Married,79,13,63,0,8,Personal Auto,Personal L3,Offer4,Branch,596,Two-Door Car,Large
No,Basic,High School or Below,Employed,M,74935,Rural,Married,112,15,62,0,1,Corporate Auto,Corporate L3,Offer2,Branch,193,SUV,Medsize
No,Basic,Bachelor,Unemployed,M,0,Suburban,Single,71,13,50,0,1,Personal Auto,Personal L2,Offer1,Call Center,511,Four-Door Car,Medsize
No,Extended,High School or Below,Medical Leave,F,15921,Suburban,Married,92,9,12,1,4,Corporate Auto,Corporate L2,Offer1,Call Center,572,Four-Door Car,Small
No,Extended,High School or Below,Employed,F,30095,Suburban,Married,136,0,94,0,2,Personal Auto,Personal L3,Offer1,Web,653,SUV,Medsize
No,Basic,High School or Below,Employed,F,20587,Urban,Married,106,14,21,0,2,Personal Auto,Personal L3,Offer3,Agent,364,SUV,Small
No,Basic,Bachelor,Unemployed,M,0,Suburban,Single,117,9,12,0,2,Personal Auto,Personal L3,Offer2,Web,1228,Sports Car,Medsize
No,Premium,High School or Below,Employed,F,29628,Suburban,Married,106,29,45,0,9,Corporate Auto,Corporate L2,Offer1,Agent,763,Two-Door Car,Medsize
No,Extended,Bachelor,Disabled,M,28677,Rural,Divorced,78,3,30,0,2,Personal Auto,Personal L3,Offer3,Agent,132,Four-Door Car,Medsize
No,Premium,High School or Below,Employed,M,87094,Rural,Single,113,20,17,1,5,Personal Auto,Personal L2,Offer3,Agent,65,Four-Door Car,Medsize
No,Basic,College,Unemployed,F,0,Urban,Divorced,64,25,89,0,4,Corporate Auto,Corporate L2,Offer2,Call Center,182,Four-Door Car,Medsize
No,Extended,High School or Below,Employed,M,43736,Suburban,Married,128,0,88,0,3,Personal Auto,Personal L1,Offer1,Branch,614,SUV,Medsize
Yes,Premium,Bachelor,Employed,F,69379,Suburban,Single,103,14,79,0,1,Corporate Auto,Corporate L3,Offer1,Branch,494,Two-Door Car,Medsize
No,Basic,High School or Below,Employed,F,80415,Urban,Single,62,24,15,0,2,Corporate Auto,Corporate L2,Offer1,Agent,281,Two-Door Car,Medsize
No,Extended,High School or Below,Employed,M,26050,Suburban,Married,97,4,51,0,1,Personal Auto,Personal L3,Offer2,Branch,466,Four-Door Car,Small
Yes,Premium,High School or Below,Employed,M,57449,Suburban,Single,103,6,28,0,2,Personal Auto,Personal L2,Offer1,Agent,494,Four-Door Car,Medsize
No,Extended,Bachelor,Employed,F,68211,Suburban,Married,99,9,21,0,2,Corporate Auto,Corporate L1,Offer2,Branch,475,Four-Door Car,Small
No,Premium,Bachelor,Employed,F,28445,Urban,Married,103,18,72,0,6,Special Auto,Special L3,Offer1,Agent,428,Two-Door Car,Medsize
No,Basic,College,Employed,F,37313,Urban,Single,62,34,39,0,6,Personal Auto,Personal L2,Offer3,Branch,247,Four-Door Car,Medsize
No,Premium,High School or Below,Unemployed,M,0,Suburban,Single,110,27,48,1,2,Corporate Auto,Corporate L1,Offer1,Agent,1067,Four-Door Car,Large
No,Extended,College,Employed,F,29194,Urban,Single,89,28,31,0,1,Personal Auto,Personal L3,Offer2,Agent,424,Four-Door Car,Medsize
Yes,Basic,Bachelor,Employed,F,79090,Urban,Married,107,2,74,0,3,Personal Auto,Personal L3,Offer2,Branch,289,SUV,Medsize
Yes,Basic,College,Medical Leave,F,22571,Suburban,Single,63,29,51,0,9,Personal Auto,Personal L3,Offer2,Web,302,Four-Door Car,Large
No,Extended,College,Unemployed,M,0,Suburban,Single,139,16,33,0,2,Corporate Auto,Corporate L3,Offer1,Call Center,1067,SUV,Medsize
No,Extended,Master,Employed,F,48744,Suburban,Single,86,3,59,0,1,Personal Auto,Personal L3,Offer1,Agent,413,Two-Door Car,Small
No,Basic,Bachelor,Unemployed,M,0,Suburban,Single,71,24,32,0,1,Corporate Auto,Corporate L3,Offer2,Web,511,Four-Door Car,Large
No,Basic,College,Employed,M,29530,Urban,Married,74,31,79,0,4,Personal Auto,Personal L2,Offer2,Web,222,Two-Door Car,Medsize
Yes,Basic,Bachelor,Employed,M,67798,Suburban,Divorced,69,1,78,0,9,Personal Auto,Personal L3,Offer1,Agent,331,Four-Door Car,Medsize
No,Extended,Bachelor,Medical Leave,M,16208,Suburban,Married,93,22,20,0,1,Personal Auto,Personal L3,Offer2,Call Center,446,Two-Door Car,Large
No,Premium,College,Employed,F,94757,Rural,Married,112,0,25,0,1,Personal Auto,Personal L3,Offer3,Agent,5,Four-Door Car,Medsize
Yes,Extended,High School or Below,Employed,F,37995,Suburban,Married,139,16,50,0,1,Corporate Auto,Corporate L3,Offer1,Branch,667,SUV,Medsize
Yes,Basic,College,Employed,M,72302,Suburban,Divorced,66,6,27,0,1,Personal Auto,Personal L1,Offer1,Agent,317,Two-Door Car,Medsize
No,Extended,College,Employed,M,37934,Urban,Divorced,137,2,58,1,8,Personal Auto,Personal L3,Offer1,Call Center,385,Sports Car,Medsize
No,Extended,High School or Below,Retired,M,19382,Suburban,Married,94,31,18,0,2,Personal Auto,Personal L3,Offer4,Agent,677,Four-Door Car,Medsize
No,Basic,Bachelor,Employed,M,33191,Suburban,Married,70,9,80,0,9,Personal Auto,Personal L1,Offer3,Branch,444,Four-Door Car,Medsize
No,Basic,College,Employed,M,72389,Urban,Married,70,3,76,0,1,Personal Auto,Personal L1,Offer2,Branch,206,Four-Door Car,Medsize
No,Basic,Master,Employed,F,91475,Rural,Divorced,64,28,35,0,3,Personal Auto,Personal L1,Offer1,Agent,73,Four-Door Car,Medsize
No,Premium,College,Unemployed,M,0,Suburban,Single,111,2,29,0,3,Personal Auto,Personal L2,Offer1,Agent,799,Four-Door Car,Medsize
No,Basic,Bachelor,Employed,F,43682,Rural,Married,107,12,73,0,1,Corporate Auto,Corporate L3,Offer3,Branch,148,SUV,Medsize
Yes,Basic,Bachelor,Employed,F,39854,Urban,Divorced,66,6,4,0,7,Corporate Auto,Corporate L3,Offer2,Web,262,Two-Door Car,Medsize
No,Extended,Master,Employed,M,52162,Urban,Divorced,99,1,63,0,4,Personal Auto,Personal L2,Offer1,Agent,251,Two-Door Car,Large
No,Extended,High School or Below,Unemployed,F,0,Suburban,Married,134,32,27,0,1,Special Auto,Special L2,Offer1,Branch,643,SUV,Small
No,Basic,College,Employed,M,74755,Suburban,Divorced,195,10,10,0,1,Personal Auto,Personal L3,Offer1,Web,1404,Luxury Car,Medsize
No,Extended,College,Employed,M,85339,Urban,Married,95,6,43,0,2,Personal Auto,Personal L1,Offer3,Agent,393,Four-Door Car,Small
Yes,Extended,Doctor,Employed,M,57709,Suburban,Married,125,10,26,0,1,Personal Auto,Personal L3,Offer2,Branch,600,SUV,Medsize
Yes,Basic,College,Retired,M,26802,Suburban,Married,66,7,43,1,5,Personal Auto,Personal L3,Offer2,Agent,317,Two-Door Car,Medsize
No,Basic,Master,Unemployed,M,0,Rural,Divorced,73,33,44,0,3,Personal Auto,Personal L3,Offer1,Branch,152,Four-Door Car,Large
Yes,Extended,College,Retired,F,18577,Suburban,Divorced,86,21,76,0,6,Personal Auto,Personal L3,Offer1,Branch,413,Four-Door Car,Medsize
Yes,Basic,College,Unemployed,F,0,Suburban,Married,107,3,65,0,3,Personal Auto,Personal L2,Offer1,Agent,514,SUV,Medsize
No,Premium,Bachelor,Unemployed,F,0,Suburban,Married,253,15,40,5,7,Personal Auto,Personal L1,Offer3,Web,1214,Luxury Car,Medsize
No,Premium,Bachelor,Employed,F,21546,Suburban,Married,119,20,66,1,1,Corporate Auto,Corporate L2,Offer3,Agent,625,Two-Door Car,Medsize
No,Basic,Bachelor,Employed,F,49182,Rural,Married,70,6,86,0,2,Personal Auto,Personal L3,Offer1,Web,165,Two-Door Car,Medsize
No,Extended,Bachelor,Employed,F,32238,Suburban,Divorced,91,15,80,0,4,Personal Auto,Personal L3,Offer3,Branch,440,Four-Door Car,Medsize
No,Basic,College,Unemployed,F,0,Suburban,Single,68,24,2,0,2,Personal Auto,Personal L1,Offer2,Web,326,Four-Door Car,Large
No,Extended,High School or Below,Employed,M,98118,Suburban,Single,83,28,68,3,3,Personal Auto,Personal L3,Offer2,Branch,398,Four-Door Car,Small
No,Basic,High School or Below,Employed,M,22971,Suburban,Married,101,24,8,0,2,Personal Auto,Personal L3,Offer2,Web,562,SUV,Medsize
No,Basic,Master,Employed,M,49161,Urban,Married,63,16,41,2,3,Personal Auto,Personal L2,Offer3,Branch,172,Two-Door Car,Medsize
No,Extended,Bachelor,Employed,M,90252,Rural,Married,95,1,77,0,7,Corporate Auto,Corporate L2,Offer2,Web,123,Four-Door Car,Medsize
No,Basic,Doctor,Employed,F,25036,Suburban,Married,61,11,30,1,1,Corporate Auto,Corporate L3,Offer2,Agent,293,Four-Door Car,Large
No,Extended,Bachelor,Employed,M,28314,Suburban,Single,121,21,37,0,1,Personal Auto,Personal L3,Offer1,Agent,581,SUV,Medsize
No,Extended,Bachelor,Employed,F,56337,Suburban,Married,97,26,25,0,3,Personal Auto,Personal L2,Offer4,Web,466,Four-Door Car,Medsize
No,Extended,Bachelor,Employed,F,99074,Urban,Married,77,4,40,1,9,Special Auto,Special L2,Offer4,Call Center,208,Two-Door Car,Medsize
No,Extended,High School or Below,Employed,M,31708,Suburban,Single,94,3,43,1,1,Personal Auto,Personal L1,Offer1,Agent,451,Two-Door Car,Medsize
No,Extended,Bachelor,Unemployed,M,0,Suburban,Single,83,3,85,1,1,Personal Auto,Personal L2,Offer1,Branch,398,Four-Door Car,Medsize
No,Basic,Bachelor,Unemployed,M,0,Suburban,Single,67,23,39,1,2,Personal Auto,Personal L3,Offer1,Agent,431,Four-Door Car,Large
Yes,Basic,College,Retired,M,28215,Suburban,Single,65,15,26,0,3,Personal Auto,Personal L3,Offer1,Agent,468,Two-Door Car,Medsize
No,Premium,High School or Below,Unemployed,M,0,Suburban,Single,119,3,24,0,2,Corporate Auto,Corporate L2,Offer2,Agent,857,Four-Door Car,Medsize
No,Extended,Bachelor,Employed,F,21119,Suburban,Married,128,1,79,0,4,Personal Auto,Personal L2,Offer1,Branch,614,SUV,Medsize
No,Basic,Bachelor,Unemployed,M,0,Suburban,Single,66,14,16,0,2,Corporate Auto,Corporate L3,Offer1,Web,475,Four-Door Car,Medsize
No,Basic,Bachelor,Unemployed,M,0,Suburban,Married,69,33,49,1,2,Personal Auto,Personal L1,Offer1,Agent,331,Four-Door Car,Medsize
No,Basic,Doctor,Unemployed,F,0,Rural,Married,70,9,19,0,3,Personal Auto,Personal L2,Offer2,Call Center,21,Four-Door Car,Medsize
No,Extended,High School or Below,Medical Leave,F,13662,Suburban,Single,85,29,37,0,3,Personal Auto,Personal L1,Offer1,Agent,408,Four-Door Car,Small
Yes,Basic,High School or Below,Unemployed,F,0,Suburban,Divorced,112,12,93,0,3,Personal Auto,Personal L2,Offer1,Web,538,Sports Car,Medsize
No,Basic,Bachelor,Unemployed,M,0,Suburban,Married,109,18,2,0,2,Personal Auto,Personal L1,Offer3,Branch,691,SUV,Small
No,Basic,Bachelor,Employed,F,79251,Suburban,Married,67,10,32,1,1,Personal Auto,Personal L3,Offer2,Web,322,Four-Door Car,Medsize
No,Basic,High School or Below,Employed,F,51294,Rural,Married,116,19,45,0,2,Corporate Auto,Corporate L3,Offer2,Web,113,SUV,Medsize
No,Premium,Bachelor,Unemployed,M,0,Suburban,Single,105,2,38,2,7,Personal Auto,Personal L3,Offer1,Web,848,Four-Door Car,Medsize
No,Basic,High School or Below,Unemployed,F,0,Suburban,Single,62,34,71,0,1,Personal Auto,Personal L2,Offer3,Branch,675,Two-Door Car,Small
No,Basic,College,Unemployed,F,0,Suburban,Single,107,27,27,0,9,Personal Auto,Personal L2,Offer1,Branch,514,SUV,Medsize
No,Extended,College,Medical Leave,F,29124,Suburban,Married,129,15,41,4,1,Personal Auto,Personal L2,Offer1,Call Center,619,SUV,Medsize
No,Basic,College,Unemployed,M,0,Suburban,Single,65,19,33,0,3,Personal Auto,Personal L3,Offer2,Call Center,312,Four-Door Car,Medsize
No,Extended,College,Employed,M,97266,Suburban,Married,79,29,84,0,1,Special Auto,Special L3,Offer2,Agent,546,Two-Door Car,Medsize
No,Basic,High School or Below,Employed,M,48207,Urban,Married,63,28,85,2,8,Personal Auto,Personal L1,Offer3,Branch,165,Four-Door Car,Medsize
No,Basic,College,Unemployed,F,0,Suburban,Married,69,5,78,0,2,Corporate Auto,Corporate L3,Offer4,Web,331,Four-Door Car,Medsize
No,Extended,Bachelor,Unemployed,F,0,Urban,Divorced,88,3,8,0,1,Personal Auto,Personal L3,Offer1,Web,326,Four-Door Car,Large
No,Basic,Bachelor,Employed,M,97316,Urban,Married,67,13,18,0,7,Personal Auto,Personal L3,Offer2,Branch,309,Two-Door Car,Large
Yes,Basic,College,Employed,F,63860,Urban,Married,62,26,81,0,1,Personal Auto,Personal L2,Offer2,Agent,209,Four-Door Car,Medsize
No,Basic,Bachelor,Employed,F,72633,Rural,Married,67,28,91,0,8,Personal Auto,Personal L3,Offer1,Agent,156,Four-Door Car,Medsize
No,Premium,Bachelor,Employed,M,28013,Suburban,Married,266,25,30,0,2,Personal Auto,Personal L2,Offer2,Branch,1277,Luxury Car,Small
No,Extended,High School or Below,Employed,F,60479,Rural,Single,96,1,44,0,3,Personal Auto,Personal L3,Offer3,Call Center,85,Four-Door Car,Medsize
No,Basic,Bachelor,Unemployed,F,0,Suburban,Single,68,24,42,0,2,Personal Auto,Personal L1,Offer1,Branch,520,Two-Door Car,Small
No,Basic,College,Medical Leave,M,14151,Suburban,Single,72,5,41,1,1,Personal Auto,Personal L2,Offer2,Branch,346,Four-Door Car,Medsize
No,Basic,Bachelor,Employed,M,75891,Rural,Single,61,1,5,0,2,Corporate Auto,Corporate L2,Offer2,Branch,61,Two-Door Car,Medsize
No,Basic,Bachelor,Unemployed,M,0,Suburban,Single,183,5,81,0,1,Personal Auto,Personal L2,Offer1,Agent,1318,Luxury SUV,Small
No,Basic,College,Employed,M,53078,Suburban,Single,73,1,10,0,5,Personal Auto,Personal L3,Offer1,Branch,764,Four-Door Car,Medsize
No,Extended,High School or Below,Disabled,F,20031,Rural,Married,86,4,83,0,2,Personal Auto,Personal L3,Offer1,Branch,110,Four-Door Car,Medsize
No,Basic,Bachelor,Employed,M,92070,Suburban,Married,74,16,1,0,1,Corporate Auto,Corporate L2,Offer3,Branch,369,Four-Door Car,Medsize
No,Basic,High School or Below,Employed,F,44509,Urban,Married,61,8,68,0,1,Personal Auto,Personal L2,Offer3,Call Center,227,Four-Door Car,Medsize
No,Basic,High School or Below,Unemployed,M,0,Suburban,Single,73,22,93,0,2,Personal Auto,Personal L2,Offer1,Agent,526,Two-Door Car,Small
No,Basic,Bachelor,Employed,M,91967,Rural,Married,113,4,74,0,1,Special Auto,Special L1,Offer1,Agent,157,SUV,Medsize
No,Basic,Bachelor,Unemployed,F,0,Suburban,Married,63,20,5,0,1,Personal Auto,Personal L3,Offer1,Branch,302,Four-Door Car,Small
No,Premium,Bachelor,Employed,F,97379,Urban,Divorced,119,10,62,0,2,Personal Auto,Personal L1,Offer1,Web,355,Four-Door Car,Medsize
Yes,Premium,Bachelor,Retired,F,14290,Suburban,Married,271,20,40,0,1,Personal Auto,Personal L3,Offer1,Agent,1301,Luxury SUV,Medsize
No,Basic,High School or Below,Unemployed,F,0,Suburban,Divorced,119,3,11,1,8,Personal Auto,Personal L3,Offer2,Branch,729,SUV,Large
No,Basic,High School or Below,Unemployed,M,0,Suburban,Single,194,31,11,0,4,Personal Auto,Personal L3,Offer3,Call Center,1397,Luxury Car,Medsize
No,Basic,High School or Below,Unemployed,F,0,Urban,Married,68,4,71,0,2,Personal Auto,Personal L3,Offer1,Agent,257,Four-Door Car,Medsize
No,Basic,College,Employed,M,21927,Rural,Married,71,32,40,0,2,Personal Auto,Personal L2,Offer2,Call Center,129,Four-Door Car,Medsize
No,Extended,High School or Below,Employed,F,69096,Rural,Married,99,24,32,0,2,Corporate Auto,Corporate L3,Offer1,Agent,65,Four-Door Car,Medsize
No,Basic,Bachelor,Unemployed,M,0,Suburban,Single,72,8,14,2,8,Corporate Auto,Corporate L1,Offer1,Call Center,518,Four-Door Car,Medsize
Yes,Basic,High School or Below,Medical Leave,F,28513,Suburban,Married,100,4,22,1,2,Personal Auto,Personal L2,Offer2,Call Center,480,SUV,Medsize
No,Basic,High School or Below,Employed,M,81687,Suburban,Single,61,7,77,0,6,Personal Auto,Personal L2,Offer2,Call Center,293,Four-Door Car,Medsize
No,Extended,High School or Below,Medical Leave,F,13792,Suburban,Divorced,87,2,3,2,3,Personal Auto,Personal L3,Offer1,Web,620,Four-Door Car,Medsize
No,Extended,High School or Below,Employed,F,32184,Rural,Married,136,14,91,1,2,Personal Auto,Personal L2,Offer1,Branch,266,SUV,Medsize
No,Extended,Bachelor,Employed,M,26432,Suburban,Single,88,19,89,3,2,Personal Auto,Personal L3,Offer1,Branch,422,Four-Door Car,Medsize
No,Extended,Doctor,Employed,F,59232,Suburban,Divorced,85,6,75,0,2,Corporate Auto,Corporate L3,Offer3,Branch,408,Two-Door Car,Medsize
No,Basic,College,Unemployed,F,0,Suburban,Single,72,26,12,3,2,Personal Auto,Personal L3,Offer1,Branch,346,Four-Door Car,Medsize
No,Basic,Bachelor,Medical Leave,M,23577,Rural,Married,68,1,67,0,2,Personal Auto,Personal L3,Offer2,Agent,92,Four-Door Car,Medsize
No,Extended,College,Unemployed,M,0,Suburban,Single,80,27,88,0,3,Personal Auto,Personal L2,Offer2,Agent,848,Four-Door Car,Medsize
No,Extended,Bachelor,Employed,M,26670,Suburban,Married,98,23,13,0,1,Corporate Auto,Corporate L3,Offer4,Call Center,541,Four-Door Car,Small
No,Basic,Bachelor,Employed,M,87403,Suburban,Divorced,68,1,63,0,2,Personal Auto,Personal L1,Offer1,Agent,456,Four-Door Car,Medsize
No,Basic,College,Employed,F,51455,Rural,Married,67,16,85,0,1,Personal Auto,Personal L1,Offer2,Agent,11,Four-Door Car,Medsize
No,Basic,High School or Below,Employed,M,30242,Rural,Married,72,30,23,0,3,Personal Auto,Personal L3,Offer2,Branch,48,Four-Door Car,Medsize
No,Basic,Bachelor,Employed,M,64311,Urban,Married,62,21,79,0,2,Personal Auto,Personal L2,Offer4,Agent,157,Four-Door Car,Medsize
No,Basic,College,Unemployed,F,0,Suburban,Married,70,21,70,0,1,Corporate Auto,Corporate L3,Offer1,Agent,405,Four-Door Car,Medsize
Yes,Basic,Master,Employed,M,37722,Rural,Single,116,8,23,0,8,Personal Auto,Personal L1,Offer1,Agent,158,Sports Car,Medsize
No,Basic,Bachelor,Employed,F,42336,Rural,Single,69,12,56,0,1,Personal Auto,Personal L2,Offer3,Web,26,Four-Door Car,Medsize
Yes,Basic,Bachelor,Employed,M,25998,Suburban,Married,71,16,38,0,2,Personal Auto,Personal L1,Offer2,Call Center,792,Four-Door Car,Medsize
No,Basic,Bachelor,Employed,F,24887,Suburban,Single,68,33,6,0,2,Personal Auto,Personal L3,Offer2,Agent,326,Four-Door Car,Medsize
No,Extended,High School or Below,Unemployed,M,0,Suburban,Single,82,15,82,0,1,Personal Auto,Personal L3,Offer1,Agent,590,Four-Door Car,Medsize
No,Basic,College,Employed,F,90918,Urban,Single,64,22,19,0,2,Personal Auto,Personal L2,Offer3,Agent,163,Four-Door Car,Medsize
No,Basic,High School or Below,Employed,M,78834,Suburban,Married,72,14,20,2,8,Personal Auto,Personal L1,Offer2,Call Center,346,Two-Door Car,Small
No,Basic,Bachelor,Unemployed,M,0,Suburban,Single,62,27,14,0,3,Personal Auto,Personal L1,Offer3,Branch,434,Two-Door Car,Medsize
No,Basic,College,Employed,F,27872,Urban,Married,61,19,78,0,3,Personal Auto,Personal L3,Offer2,Branch,187,Two-Door Car,Medsize
No,Premium,College,Employed,M,24012,Rural,Married,112,30,91,1,3,Personal Auto,Personal L3,Offer2,Agent,82,Four-Door Car,Medsize
No,Extended,College,Medical Leave,M,16367,Suburban,Married,94,2,99,0,9,Personal Auto,Personal L3,Offer1,Branch,516,Four-Door Car,Medsize
No,Basic,Master,Employed,F,55479,Rural,Single,68,5,7,1,1,Personal Auto,Personal L2,Offer2,Branch,118,Four-Door Car,Medsize
No,Extended,High School or Below,Employed,M,40778,Suburban,Single,86,1,59,0,1,Personal Auto,Personal L3,Offer2,Web,413,Four-Door Car,Medsize
No,Extended,High School or Below,Unemployed,M,0,Suburban,Single,137,22,68,3,6,Personal Auto,Personal L1,Offer2,Agent,1532,SUV,Medsize
Yes,Basic,Bachelor,Unemployed,M,0,Suburban,Married,102,28,11,0,1,Personal Auto,Personal L2,Offer2,Agent,660,SUV,Medsize
No,Extended,College,Unemployed,M,0,Suburban,Single,96,29,22,4,2,Personal Auto,Personal L3,Offer3,Agent,461,Four-Door Car,Medsize
No,Extended,College,Employed,F,95438,Rural,Married,83,25,76,0,1,Corporate Auto,Corporate L3,Offer2,Call Center,99,Two-Door Car,Medsize
