Response,Coverage,Education,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size,Scored Label Mean,Scored Label Standard Deviation
No,Basic,College,Employed,M,38166,Urban,Married,67,25,5,1,1,Corporate Auto,Corporate L2,Offer4,Agent,237,Four-Door Car,Medsize,10,0.000264181
No,Basic,Bachelor,Employed,M,61953,Urban,Divorced,113,5,63,0,1,Personal Auto,Personal L3,Offer3,Branch,497,SUV,Medsize,30,0.000262202
No,Basic,High School or Below,Employed,F,30090,Urban,Married,73,10,3,0,2,Corporate Auto,Corporate L3,Offer2,Web,330,Two-Door Car,Large,81.875,9.662265525
No,Extended,College,Employed,M,47482,Suburban,Married,93,19,45,0,3,Corporate Auto,Corporate L1,Offer2,Branch,594,Four-Door Car,Small,60,0.000277639
No,Basic,College,Employed,F,82427,Suburban,Married,102,24,5,0,1,Personal Auto,Personal L3,Offer2,Agent,490,SUV,Small,30.41666667,2.319901834
No,Premium,High School or Below,Unemployed,M,0,Suburban,Single,105,13,22,0,1,Personal Auto,Personal L3,Offer1,Web,756,Four-Door Car,Medsize,27.5,5.000000009
Yes,Basic,High School or Below,Employed,M,25927,Suburban,Single,103,6,20,0,1,Personal Auto,Personal L3,Offer2,Web,675,SUV,Medsize,30,0.000230036
Yes,Basic,College,Employed,M,83846,Suburban,Married,74,22,94,3,2,Personal Auto,Personal L2,Offer2,Agent,355,Four-Door Car,Large,70.25,1.713913673
No,Basic,Bachelor,Medical Leave,M,18263,Suburban,Married,117,1,18,0,1,Personal Auto,Personal L2,Offer1,Branch,758,SUV,Medsize,30.625,2.99739471
No,Extended,High School or Below,Unemployed,M,0,Suburban,Single,89,35,22,0,2,Personal Auto,Personal L3,Offer1,Agent,539,Two-Door Car,Medsize,76.875,11.16285694
No,Extended,Bachelor,Employed,M,21839,Suburban,Single,137,2,70,0,8,Personal Auto,Personal L3,Offer2,Agent,658,Sports Car,Medsize,80,0.000220794
No,Premium,Master,Employed,M,75526,Suburban,Married,103,26,68,1,2,Personal Auto,Personal L3,Offer3,Branch,494,Four-Door Car,Small,82.91666667,4.69559487
No,Extended,Doctor,Disabled,M,28383,Urban,Single,81,11,20,0,1,Personal Auto,Personal L2,Offer1,Branch,258,Four-Door Car,Medsize,20,0.000239357
No,Extended,Bachelor,Employed,F,47778,Rural,Married,96,2,81,0,7,Personal Auto,Personal L3,Offer2,Call Center,174,Four-Door Car,Medsize,60,0.000281366
No,Extended,Bachelor,Employed,F,30431,Rural,Married,122,6,16,0,3,Corporate Auto,Corporate L1,Offer3,Call Center,133,SUV,Small,80,0.000270031
No,Basic,High School or Below,Unemployed,M,0,Suburban,Married,104,19,32,0,2,Personal Auto,Personal L3,Offer1,Call Center,499,SUV,Medsize,85,5.000000007
No,Extended,College,Employed,M,76276,Rural,Single,86,24,19,0,2,Corporate Auto,Corporate L3,Offer4,Web,93,Two-Door Car,Large,82.1875,4.227421652
Yes,Basic,Bachelor,Employed,M,35095,Suburban,Divorced,73,25,56,0,2,Personal Auto,Personal L1,Offer2,Call Center,526,Two-Door Car,Small,90,0.000273862
No,Basic,High School or Below,Medical Leave,M,23253,Suburban,Divorced,61,20,49,0,1,Personal Auto,Personal L1,Offer2,Branch,293,Two-Door Car,Medsize,10,0.000262202
No,Basic,High School or Below,Unemployed,M,0,Suburban,Single,67,18,44,0,3,Personal Auto,Personal L3,Offer1,Agent,482,Four-Door Car,Medsize,34.0625,4.990224826
No,Basic,Bachelor,Unemployed,F,0,Suburban,Married,72,6,67,0,8,Personal Auto,Personal L3,Offer1,Agent,346,Four-Door Car,Medsize,43.75,4.841229192
Yes,Extended,Bachelor,Employed,F,46503,Suburban,Divorced,215,4,21,1,1,Personal Auto,Personal L3,Offer1,Agent,1032,Luxury SUV,Medsize,67.5,6.180165411
No,Basic,Master,Employed,F,33566,Urban,Married,63,25,56,1,4,Personal Auto,Personal L3,Offer1,Call Center,205,Four-Door Car,Medsize,40,0.000295804
Yes,Basic,College,Employed,M,50825,Urban,Married,102,3,46,0,3,Personal Auto,Personal L2,Offer1,Agent,370,SUV,Medsize,70,0.000270031
No,Basic,Bachelor,Employed,F,55067,Urban,Single,110,3,21,1,2,Personal Auto,Personal L3,Offer1,Agent,353,SUV,Medsize,83.95833333,5.331868295
No,Basic,College,Unemployed,F,0,Suburban,Single,111,3,73,3,6,Personal Auto,Personal L3,Offer1,Agent,533,SUV,Small,64.16666667,5.65194166
No,Basic,Bachelor,Employed,M,29540,Suburban,Divorced,73,3,23,0,2,Personal Auto,Personal L3,Offer2,Branch,350,Four-Door Car,Medsize,71.04166667,9.857931807
No,Basic,College,Employed,F,60252,Urban,Married,65,10,8,0,1,Personal Auto,Personal L2,Offer4,Agent,182,Four-Door Car,Medsize,10,0.000241523
No,Basic,College,Employed,M,58236,Rural,Married,108,22,92,0,2,Corporate Auto,Corporate L2,Offer1,Agent,67,SUV,Small,84.375,5.266343616
No,Basic,College,Employed,M,23006,Suburban,Married,113,17,60,0,1,Personal Auto,Personal L3,Offer1,Branch,792,SUV,Medsize,30,0.000235849
No,Extended,High School or Below,Employed,F,60934,Suburban,Married,82,15,64,0,1,Personal Auto,Personal L3,Offer2,Call Center,394,Two-Door Car,Large,20,0.000295804
No,Basic,College,Unemployed,F,0,Suburban,Married,61,5,46,3,1,Personal Auto,Personal L2,Offer3,Agent,293,Four-Door Car,Small,10,0.000262202
No,Basic,Master,Employed,M,58645,Urban,Married,110,15,44,0,2,Personal Auto,Personal L2,Offer2,Agent,428,SUV,Medsize,82.5,4.330127028
No,Basic,Bachelor,Employed,M,24031,Suburban,Divorced,109,0,72,0,7,Personal Auto,Personal L2,Offer1,Web,523,Sports Car,Small,70,0.000264182
No,Basic,Master,Disabled,F,23879,Suburban,Married,107,13,57,0,3,Corporate Auto,Corporate L3,Offer1,Branch,636,SUV,Medsize,68.125,4.284784134
Yes,Basic,Master,Employed,M,37722,Rural,Single,116,8,23,0,8,Corporate Auto,Corporate L3,Offer1,Agent,158,Sports Car,Medsize,70,0.000248748
No,Extended,College,Employed,F,24019,Rural,Married,79,14,27,0,1,Personal Auto,Personal L3,Offer3,Branch,47,Four-Door Car,Medsize,20,0.000295804
No,Basic,Master,Employed,M,30492,Urban,Married,61,32,68,0,2,Personal Auto,Personal L3,Offer1,Branch,171,Four-Door Car,Medsize,81.25,12.68611446
No,Basic,College,Unemployed,F,0,Suburban,Married,65,16,90,0,1,Corporate Auto,Corporate L2,Offer1,Branch,468,Four-Door Car,Medsize,10,0.000295804
No,Extended,Bachelor,Unemployed,M,0,Suburban,Single,85,9,37,3,2,Corporate Auto,Corporate L2,Offer1,Branch,791,Four-Door Car,Medsize,75.625,11.84205958
No,Extended,High School or Below,Employed,M,50407,Urban,Married,92,30,67,0,2,Personal Auto,Personal L3,Offer1,Agent,352,Four-Door Car,Medsize,83.125,6.091746471
No,Basic,College,Employed,M,31409,Rural,Married,100,14,39,0,1,Corporate Auto,Corporate L2,Offer4,Agent,116,SUV,Medsize,30,0.000258199
No,Basic,Bachelor,Retired,M,19581,Suburban,Single,67,2,94,0,1,Corporate Auto,Corporate L2,Offer1,Agent,322,Four-Door Car,Large,10,0.000266145
No,Basic,Bachelor,Employed,F,33747,Urban,Married,199,29,95,0,2,Corporate Auto,Corporate L2,Offer3,Branch,833,Luxury Car,Medsize,88.75,3.307189153
No,Extended,High School or Below,Unemployed,F,0,Suburban,Single,128,30,26,0,5,Personal Auto,Personal L3,Offer1,Agent,922,SUV,Medsize,70,0.000249999
Yes,Basic,Bachelor,Employed,M,75644,Suburban,Divorced,65,5,68,3,9,Corporate Auto,Corporate L3,Offer2,Branch,468,Two-Door Car,Medsize,36.97916667,5.269433285
No,Basic,Bachelor,Unemployed,F,0,Suburban,Single,116,0,35,0,7,Personal Auto,Personal L3,Offer1,Call Center,557,Sports Car,Medsize,67.91666667,4.228704826
No,Basic,Bachelor,Unemployed,F,0,Suburban,Single,74,1,52,1,2,Corporate Auto,Corporate L2,Offer1,Agent,807,Four-Door Car,Medsize,76.25,12.38138163
No,Basic,College,Employed,M,92949,Urban,Married,74,21,84,0,3,Personal Auto,Personal L1,Offer2,Web,337,Two-Door Car,Medsize,50,0.000279509
No,Basic,Master,Employed,F,92163,Rural,Married,73,3,79,0,6,Personal Auto,Personal L3,Offer3,Web,67,Two-Door Car,Medsize,50,0.000223608
No,Extended,Bachelor,Unemployed,F,0,Suburban,Divorced,129,13,19,0,8,Corporate Auto,Corporate L3,Offer1,Call Center,628,SUV,Large,74.58333333,5.120085728
Yes,Basic,Bachelor,Employed,M,71391,Urban,Married,67,29,39,0,2,Corporate Auto,Corporate L1,Offer2,Agent,284,Four-Door Car,Medsize,72.75,6.740734384
No,Extended,College,Unemployed,M,0,Suburban,Married,87,1,70,0,2,Personal Auto,Personal L3,Offer1,Call Center,418,Four-Door Car,Medsize,75.41666667,5.877806664
Yes,Extended,Master,Employed,F,58557,Rural,Married,88,4,83,0,1,Personal Auto,Personal L2,Offer1,Branch,56,Four-Door Car,Large,20,0.000285044
No,Extended,Bachelor,Employed,M,52920,Suburban,Divorced,93,18,95,0,3,Personal Auto,Personal L2,Offer1,Branch,1101,Four-Door Car,Small,60,0.000292262
No,Extended,College,Employed,M,70892,Urban,Married,76,21,32,0,5,Corporate Auto,Corporate L1,Offer2,Call Center,207,Two-Door Car,Medsize,48.33333333,5.65194166
No,Basic,High School or Below,Unemployed,F,0,Suburban,Single,71,12,37,0,1,Personal Auto,Personal L3,Offer4,Web,511,Four-Door Car,Small,12.5,4.330127026
No,Basic,Master,Employed,M,56070,Rural,Divorced,74,5,73,0,2,Personal Auto,Personal L3,Offer1,Branch,88,Two-Door Car,Medsize,81.45833333,9.733871992
Yes,Extended,Bachelor,Employed,F,54507,Suburban,Married,138,20,11,0,1,Personal Auto,Personal L3,Offer2,Agent,703,SUV,Medsize,50,0.000232738
No,Basic,Bachelor,Medical Leave,F,11822,Urban,Single,70,10,89,0,1,Corporate Auto,Corporate L1,Offer1,Agent,286,Two-Door Car,Large,10,0.000264181
No,Extended,Bachelor,Unemployed,F,0,Suburban,Single,80,9,96,0,1,Corporate Auto,Corporate L2,Offer2,Web,576,Four-Door Car,Small,17.29166667,4.925662683
No,Basic,College,Employed,M,41045,Suburban,Single,64,9,28,1,2,Personal Auto,Personal L3,Offer2,Branch,395,Four-Door Car,Medsize,67.29166667,12.04555877
No,Basic,High School or Below,Employed,M,28056,Suburban,Married,64,32,41,1,8,Personal Auto,Personal L3,Offer1,Branch,307,Four-Door Car,Medsize,39.58333333,2.319901831
No,Extended,Bachelor,Employed,F,59592,Rural,Divorced,84,8,49,0,1,Personal Auto,Personal L1,Offer2,Web,161,Four-Door Car,Small,20,0.000258199
No,Basic,High School or Below,Employed,M,48448,Suburban,Married,74,24,11,1,2,Corporate Auto,Corporate L3,Offer3,Agent,355,Four-Door Car,Medsize,70.41666667,2.319901834
No,Extended,College,Employed,F,83869,Urban,Married,81,10,23,0,1,Personal Auto,Personal L1,Offer1,Agent,348,Four-Door Car,Medsize,20,0.000256174
No,Basic,Master,Employed,M,41958,Urban,Married,66,15,49,1,1,Corporate Auto,Corporate L3,Offer4,Call Center,207,Four-Door Car,Small,10,0.000273861
No,Basic,High School or Below,Unemployed,M,0,Suburban,Single,73,3,74,0,2,Personal Auto,Personal L3,Offer3,Branch,526,Two-Door Car,Medsize,73.125,16.18979231
No,Basic,High School or Below,Employed,F,71416,Suburban,Divorced,116,10,0,0,3,Corporate Auto,Corporate L3,Offer2,Agent,557,SUV,Medsize,70,0.000277639
No,Basic,Master,Medical Leave,M,21876,Suburban,Married,68,12,28,0,2,Personal Auto,Personal L3,Offer1,Agent,465,Four-Door Car,Small,69.16666667,12.99038106
No,Extended,College,Unemployed,M,0,Rural,Married,83,2,62,0,1,Personal Auto,Personal L3,Offer2,Call Center,200,Four-Door Car,Medsize,20,0.000268095
No,Basic,Bachelor,Employed,M,93485,Rural,Married,72,31,40,0,2,Personal Auto,Personal L2,Offer4,Agent,127,Four-Door Car,Medsize,82.29166667,8.495811881
Yes,Basic,Bachelor,Unemployed,F,0,Suburban,Married,66,6,71,2,1,Corporate Auto,Corporate L1,Offer2,Call Center,433,Four-Door Car,Large,10,0.000242384
No,Basic,Bachelor,Unemployed,M,0,Suburban,Single,65,19,87,0,2,Corporate Auto,Corporate L2,Offer1,Branch,413,Four-Door Car,Small,68.125,16.46624283
No,Basic,Bachelor,Medical Leave,F,12222,Suburban,Married,67,8,70,1,1,Corporate Auto,Corporate L3,Offer3,Agent,322,Two-Door Car,Medsize,10,0.000237171
No,Basic,Bachelor,Employed,F,25472,Suburban,Divorced,73,5,86,0,9,Corporate Auto,Corporate L2,Offer1,Branch,350,Four-Door Car,Medsize,50,0.000302766
No,Premium,College,Unemployed,F,0,Suburban,Married,102,1,99,0,1,Personal Auto,Personal L3,Offer1,Branch,490,Four-Door Car,Large,27.5,4.330127026
No,Premium,Bachelor,Employed,M,74656,Urban,Divorced,111,0,6,0,2,Personal Auto,Personal L2,Offer3,Call Center,504,Four-Door Car,Medsize,85,5.590169952
No,Extended,College,Unemployed,F,0,Suburban,Single,76,18,63,0,3,Personal Auto,Personal L3,Offer2,Agent,395,Four-Door Car,Large,46.25,4.841229189
No,Basic,Bachelor,Unemployed,M,0,Suburban,Single,196,31,78,0,2,Corporate Auto,Corporate L1,Offer2,Call Center,2093,Luxury Car,Medsize,90,0.000295805
No,Extended,Bachelor,Employed,M,37406,Suburban,Married,122,23,38,1,1,Corporate Auto,Corporate L3,Offer3,Call Center,1135,SUV,Small,37.5,4.330127028
No,Extended,High School or Below,Unemployed,M,0,Suburban,Single,88,6,47,0,2,Personal Auto,Personal L1,Offer1,Agent,634,Two-Door Car,Medsize,84.6875,5.334920017
No,Basic,College,Employed,F,55289,Rural,Single,67,10,71,0,3,Personal Auto,Personal L3,Offer2,Agent,134,Four-Door Car,Medsize,42.5,4.330127025
No,Extended,High School or Below,Retired,M,21835,Suburban,Married,90,6,78,0,7,Corporate Auto,Corporate L2,Offer1,Agent,432,Two-Door Car,Medsize,58.95833333,3.720952322
No,Premium,High School or Below,Employed,M,61374,Rural,Married,113,5,27,0,3,Corporate Auto,Corporate L1,Offer2,Call Center,210,Two-Door Car,Medsize,70,0.00029226
No,Basic,Bachelor,Employed,F,61067,Rural,Married,64,20,0,1,3,Personal Auto,Personal L3,Offer2,Agent,86,Four-Door Car,Medsize,40,0.000262202
No,Basic,Master,Employed,F,76850,Suburban,Married,72,8,84,0,1,Personal Auto,Personal L3,Offer1,Agent,346,Four-Door Car,Medsize,20,0.000285044
No,Basic,College,Employed,M,47823,Suburban,Married,108,26,71,0,1,Personal Auto,Personal L3,Offer2,Agent,518,Sports Car,Medsize,30,0.000273861
No,Extended,College,Unemployed,F,0,Suburban,Single,77,20,89,0,9,Personal Auto,Personal L3,Offer1,Agent,370,Four-Door Car,Medsize,46.25,4.84122919
No,Extended,College,Employed,F,46644,Rural,Married,84,34,19,0,1,Personal Auto,Personal L2,Offer3,Agent,151,Four-Door Car,Medsize,20,0.000285044
No,Basic,College,Employed,F,67840,Rural,Married,112,34,56,0,5,Personal Auto,Personal L3,Offer2,Web,83,SUV,Small,70,0.000258199
No,Basic,High School or Below,Employed,M,23867,Suburban,Married,65,6,99,0,1,Personal Auto,Personal L2,Offer3,Call Center,312,Four-Door Car,Medsize,10,0.000266145
No,Extended,Bachelor,Employed,F,92653,Suburban,Married,83,15,80,1,6,Personal Auto,Personal L2,Offer1,Agent,457,Four-Door Car,Medsize,55,5.270462775
No,Basic,Bachelor,Employed,M,30895,Suburban,Divorced,62,10,35,0,2,Personal Auto,Personal L2,Offer4,Web,298,Four-Door Car,Small,63.75,9.921567421
No,Extended,High School or Below,Employed,M,29484,Suburban,Married,93,19,51,0,2,Personal Auto,Personal L2,Offer2,Branch,446,Two-Door Car,Medsize,86.14583333,5.219779096
No,Basic,High School or Below,Unemployed,F,0,Suburban,Single,187,22,97,1,2,Corporate Auto,Corporate L2,Offer1,Agent,1430,Luxury SUV,Medsize,89.375,2.997394714
No,Basic,College,Employed,M,57125,Suburban,Divorced,68,13,99,0,3,Corporate Auto,Corporate L1,Offer1,Agent,326,Four-Door Car,Small,47.5,4.330127028
No,Premium,High School or Below,Employed,F,25806,Suburban,Married,110,20,43,0,5,Personal Auto,Personal L3,Offer4,Call Center,528,Four-Door Car,Medsize,70,0.000262203
No,Premium,Bachelor,Disabled,F,24695,Suburban,Married,168,5,83,0,2,Corporate Auto,Corporate L2,Offer1,Agent,806,SUV,Medsize,89.375,2.997394718
No,Basic,Bachelor,Unemployed,M,0,Urban,Divorced,66,20,53,0,2,Personal Auto,Personal L3,Offer1,Branch,316,Four-Door Car,Medsize,75.83333333,14.01883654
No,Basic,Bachelor,Unemployed,F,0,Suburban,Single,114,35,9,0,1,Personal Auto,Personal L3,Offer1,Agent,851,Sports Car,Small,28.75,3.307189148
No,Extended,High School or Below,Employed,F,98235,Urban,Divorced,93,21,68,0,8,Personal Auto,Personal L1,Offer2,Agent,377,Four-Door Car,Medsize,59.58333333,2.319901835
No,Basic,High School or Below,Employed,M,40376,Suburban,Married,69,16,46,0,8,Personal Auto,Personal L3,Offer2,Agent,428,Four-Door Car,Large,47.5,4.330127028
No,Basic,College,Medical Leave,M,25854,Suburban,Single,68,24,37,0,9,Personal Auto,Personal L3,Offer1,Branch,396,Four-Door Car,Medsize,36.66666667,4.859126586
Yes,Extended,College,Employed,M,62873,Urban,Divorced,81,0,41,0,1,Personal Auto,Personal L2,Offer2,Call Center,208,Four-Door Car,Medsize,20,0.000264181
No,Extended,College,Unemployed,M,0,Suburban,Single,77,10,36,1,2,Personal Auto,Personal L3,Offer1,Branch,554,Four-Door Car,Small,76.875,12.732218
No,Basic,Bachelor,Employed,F,40658,Rural,Married,61,24,79,1,1,Personal Auto,Personal L2,Offer3,Call Center,38,Four-Door Car,Medsize,10,0.000270031
No,Extended,Bachelor,Employed,M,28121,Suburban,Divorced,90,16,0,0,4,Personal Auto,Personal L1,Offer2,Agent,432,Two-Door Car,Medsize,55,13.22875656
No,Basic,High School or Below,Employed,F,64460,Suburban,Married,66,18,42,0,3,Corporate Auto,Corporate L3,Offer2,Agent,317,Two-Door Car,Small,40,0.000252075
No,Basic,Bachelor,Unemployed,F,0,Suburban,Single,71,10,85,0,3,Corporate Auto,Corporate L3,Offer1,Agent,552,Four-Door Car,Small,41.25,3.307189151
No,Extended,Bachelor,Medical Leave,M,19634,Suburban,Married,98,29,89,0,6,Corporate Auto,Corporate L3,Offer1,Branch,470,Two-Door Car,Small,58.75,3.30718915
No,Extended,Doctor,Employed,F,83288,Urban,Married,124,18,70,0,1,Personal Auto,Personal L3,Offer1,Agent,353,SUV,Medsize,39.16666667,3.227486134
No,Premium,College,Employed,M,25221,Suburban,Married,103,10,41,5,1,Special Auto,Special L2,Offer2,Web,616,Four-Door Car,Small,30,0.000258199
No,Basic,College,Unemployed,M,0,Suburban,Married,62,9,49,0,1,Personal Auto,Personal L2,Offer1,Agent,326,Four-Door Car,Medsize,10,0.000273861
No,Basic,College,Employed,M,54704,Urban,Divorced,113,6,75,0,1,Personal Auto,Personal L3,Offer1,Web,468,SUV,Medsize,30,0.000285044
No,Extended,College,Employed,M,68229,Suburban,Married,96,11,41,0,5,Corporate Auto,Corporate L2,Offer4,Branch,461,Four-Door Car,Medsize,60,0.000270031
No,Extended,Master,Employed,M,24124,Suburban,Married,91,24,52,0,3,Corporate Auto,Corporate L1,Offer3,Agent,437,Four-Door Car,Medsize,60,0.000245798
No,Basic,Bachelor,Employed,M,33305,Suburban,Married,62,3,12,0,5,Special Auto,Special L2,Offer1,Call Center,354,Four-Door Car,Small,40,0.000247908
No,Premium,High School or Below,Employed,M,32857,Suburban,Divorced,105,24,15,0,2,Corporate Auto,Corporate L2,Offer1,Call Center,504,Four-Door Car,Medsize,80.625,2.997394715
No,Basic,College,Employed,F,35601,Urban,Single,69,34,15,0,2,Personal Auto,Personal L1,Offer3,Branch,250,Four-Door Car,Medsize,81.25,10.82531755
Yes,Extended,Bachelor,Employed,F,72540,Suburban,Married,88,7,3,0,2,Personal Auto,Personal L1,Offer2,Call Center,632,Two-Door Car,Medsize,82.29166667,4.709439406
No,Basic,Bachelor,Employed,M,47509,Rural,Divorced,66,28,73,0,1,Personal Auto,Personal L3,Offer1,Branch,93,Four-Door Car,Medsize,10,0.000237171
No,Extended,Master,Employed,F,62326,Rural,Married,122,8,53,0,8,Personal Auto,Personal L1,Offer1,Agent,96,SUV,Medsize,80,0.000279508
No,Basic,High School or Below,Medical Leave,M,25049,Suburban,Married,67,14,7,0,1,Personal Auto,Personal L3,Offer2,Call Center,454,Two-Door Car,Medsize,10,0.000258199
No,Extended,College,Employed,F,20217,Suburban,Married,96,16,30,2,1,Personal Auto,Personal L1,Offer2,Web,513,Four-Door Car,Medsize,28.75,3.307189151
No,Extended,Doctor,Employed,F,66106,Urban,Married,95,10,25,1,4,Personal Auto,Personal L3,Offer3,Agent,250,Two-Door Car,Small,60,0.000273861
Yes,Extended,Doctor,Employed,M,57709,Suburban,Married,125,10,26,0,1,Corporate Auto,Corporate L3,Offer2,Branch,600,SUV,Medsize,38.75,3.30718915
No,Basic,High School or Below,Employed,F,44619,Urban,Married,68,35,45,0,1,Corporate Auto,Corporate L2,Offer2,Web,284,Four-Door Car,Medsize,17.5,4.330127026
Yes,Basic,College,Retired,M,25251,Suburban,Divorced,66,13,43,0,2,Personal Auto,Personal L2,Offer2,Web,317,Four-Door Car,Medsize,77.5,10.03466215
No,Basic,Bachelor,Employed,M,36261,Suburban,Divorced,118,14,78,0,2,Corporate Auto,Corporate L3,Offer3,Web,1198,SUV,Medsize,86.875,5.233273626
No,Extended,College,Unemployed,M,0,Suburban,Single,92,16,56,0,1,Personal Auto,Personal L3,Offer2,Branch,897,Two-Door Car,Large,18.75,3.30718915
Yes,Extended,High School or Below,Employed,M,56980,Suburban,Married,84,33,70,0,7,Personal Auto,Personal L2,Offer2,Agent,599,Two-Door Car,Medsize,60,0.000270031
No,Premium,College,Employed,F,33992,Suburban,Single,194,15,46,1,2,Personal Auto,Personal L3,Offer1,Call Center,931,SUV,Medsize,90,0.000258199
No,Basic,College,Employed,F,74916,Rural,Single,62,8,34,4,2,Personal Auto,Personal L1,Offer1,Branch,123,Two-Door Car,Medsize,75,13.54006401
Yes,Basic,College,Employed,M,37937,Suburban,Married,116,11,42,0,5,Personal Auto,Personal L2,Offer2,Call Center,557,SUV,Medsize,70,0.000232738
No,Basic,High School or Below,Employed,F,50320,Urban,Married,73,24,6,0,5,Personal Auto,Personal L2,Offer4,Call Center,298,Four-Door Car,Medsize,50,0.000270031
